release_idx,release_time,exec_time_s,period_s,deadline_s,finish_time,deadline_abs,missed_deadline,note
291,952903.597317600,0.000008200,0.020000000,0.020000000,952903.597325800,952903.617317600,0,
292,952903.612262600,0.000011600,0.020000000,0.020000000,952903.612274200,952903.632262600,0,
293,952903.644097700,0.000006800,0.020000000,0.020000000,952903.644104500,952903.664097700,0,
294,952903.659569900,0.000013700,0.020000000,0.020000000,952903.659583600,952903.679569900,0,
295,952903.675017700,0.000007600,0.020000000,0.020000000,952903.675025300,952903.695017700,0,
296,952903.690823400,0.000009100,0.020000000,0.020000000,952903.690832500,952903.710823400,0,
297,952903.722622100,0.000009600,0.020000000,0.020000000,952903.722631700,952903.742622100,0,
298,952903.738145900,0.000018600,0.020000000,0.020000000,952903.738164500,952903.758145900,0,
299,952903.752931000,0.000005300,0.020000000,0.020000000,952903.752936300,952903.772931000,0,
300,952903.784611200,0.000009100,0.020000000,0.020000000,952903.784620300,952903.804611200,0,
301,952903.800009800,0.000012500,0.020000000,0.020000000,952903.800022300,952903.820009800,0,
302,952903.816255500,0.000007300,0.020000000,0.020000000,952903.816262800,952903.836255500,0,
303,952903.832489400,0.000012900,0.020000000,0.020000000,952903.832502300,952903.852489400,0,
304,952903.863238300,0.000013500,0.020000000,0.020000000,952903.863251800,952903.883238300,0,
305,952903.878821000,0.000014600,0.020000000,0.020000000,952903.878835600,952903.898821000,0,
306,952903.894130900,0.000010300,0.020000000,0.020000000,952903.894141200,952903.914130900,0,
